,PSRAID,COUNTRY,Trust0,Trust1,Arrogance0,Arrogance1,Compassion0,Compassion1,Gender,Age
7111,116872,Italy,Germany,Italy,Romania,Italy,Greece,Germany,Male,50-64
7112,116873,Italy,Germany,Greece,Hungary,Italy,Latvia,Estonia,Female,50-64
7113,116874,Italy,Germany,Don't know,France,Spain,Latvia,Great Britain/United Kingdom,Female,50-64
7114,116875,Italy,Sweden,Luxembourg,Germany,Greece,Greece,Finland,Male,18-29
7115,116876,Italy,Great Britain/United Kingdom,Greece,Germany,Italy,Austria,Bulgaria,Female,30-49
7116,116877,Italy,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,Ireland,Lithuania,Luxembourg,Male,30-49
7117,116878,Italy,Germany,Italy,France,Spain,Greece,Netherlands,Female,30-49
7118,116879,Italy,Germany,Greece,Great Britain/United Kingdom,Greece,Czech Republic,Don't know,Female,30-49
7119,116880,Italy,Great Britain/United Kingdom,France,Romania,Greece,Latvia,Germany,Male,30-49
7120,116881,Italy,Great Britain/United Kingdom,None,None,Italy,Greece,Germany,Male,30-49
7121,116882,Italy,Germany,Romania,France,Greece,Italy,Malta,Female,18-29
7122,116883,Italy,Germany,Italy,Don't know,Italy,Italy,Germany,Female,50-64
7123,116884,Italy,Germany,Romania,Italy,France,Don't know,Don't know,Female,18-29
7124,116885,Italy,Austria,Greece,Germany,Great Britain/United Kingdom,Italy,Germany,Male,65+
7125,116886,Italy,Germany,Italy,Germany,Spain,Italy,Austria,Male,30-49
7126,116887,Italy,Germany,Greece,Great Britain/United Kingdom,None,Italy,Germany,Male,65+
7127,116888,Italy,Germany,Greece,Germany,Greece,Don't know,Don't know,Female,50-64
7128,116889,Italy,Belgium,Spain,France,Spain,Don't know,Don't know,Female,30-49
7129,116890,Italy,Luxembourg,Portugal,France,Luxembourg,Don't know,Don't know,Male,50-64
7130,116891,Italy,Don't know,Don't know,Germany,Don't know,Don't know,Don't know,Male,18-29
7131,116892,Italy,Germany,None,Germany,Italy,None,None,Male,65+
7132,116893,Italy,Sweden,Greece,Germany,Don't know,Don't know,Don't know,Male,18-29
7133,116894,Italy,Finland,Romania,Germany,Finland,Don't know,Don't know,Female,30-49
7134,116895,Italy,Don't know,Greece,Don't know,Don't know,Don't know,Don't know,Female,30-49
7135,116896,Italy,Sweden,Greece,France,Sweden,Sweden,Germany,Male,30-49
7136,116897,Italy,Don't know,Germany,Germany,Don't know,Don't know,Don't know,Male,50-64
7137,116898,Italy,Sweden,Italy,Great Britain/United Kingdom,Italy,Italy,Germany,Male,30-49
7138,116899,Italy,Finland,Romania,France,Spain,Don't know,Germany,Female,30-49
7139,116900,Italy,Portugal,Italy,Austria,Portugal,Don't know,Don't know,Male,30-49
7140,116901,Italy,Denmark,Italy,France,Finland,Sweden,Germany,Female,30-49
7141,116902,Italy,Sweden,Belgium,Don't know,Spain,Don't know,Don't know,Female,50-64
7142,116903,Italy,Spain,Sweden,Romania,Poland,Refused,Refused,Male,30-49
7143,116904,Italy,Germany,Italy,Germany,Don't know,Italy,Germany,Male,65+
7144,116905,Italy,Sweden,Italy,Germany,Don't know,None,None,Female,50-64
7145,116906,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,65+
7146,116907,Italy,Don't know,Don't know,France,Italy,Don't know,Don't know,Female,65+
7147,116908,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,65+
7148,116909,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
7149,116910,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,30-49
7150,116911,Italy,Denmark,Greece,Romania,Don't know,None,None,Male,30-49
7151,116912,Italy,Great Britain/United Kingdom,Slovakia,Romania,Germany,Germany,Romania,Male,18-29
7152,116913,Italy,Lithuania,Don't know,Italy,Slovakia,None,None,Male,50-64
7153,116914,Italy,Germany,Spain,Czech Republic,Poland,Don't know,Don't know,Female,18-29
7154,116915,Italy,Germany,Italy,Italy,None,None,None,Female,50-64
7155,116916,Italy,Austria,Italy,Romania,Germany,Don't know,Don't know,Male,18-29
7156,116917,Italy,Don't know,Don't know,Romania,Ireland,Don't know,Don't know,Male,30-49
7157,116918,Italy,Don't know,Don't know,Spain,Netherlands,None,None,Female,50-64
7158,116919,Italy,Don't know,Greece,Don't know,Spain,Don't know,Don't know,Female,50-64
7159,116920,Italy,Don't know,Don't know,None,None,None,None,Male,30-49
7160,116921,Italy,Great Britain/United Kingdom,Romania,Greece,France,Italy,Sweden,Male,50-64
7161,116922,Italy,Spain,Don't know,Romania,Italy,None,None,Female,50-64
7162,116923,Italy,Don't know,Don't know,France,Germany,None,None,Female,65+
7163,116924,Italy,Sweden,Romania,Great Britain/United Kingdom,Spain,Poland,Germany,Female,50-64
7164,116925,Italy,France,Romania,Germany,Sweden,Italy,Germany,Male,18-29
7165,116926,Italy,Germany,Romania,Great Britain/United Kingdom,Sweden,Italy,Germany,Male,30-49
7166,116927,Italy,Sweden,Greece,Germany,Spain,Italy,Great Britain/United Kingdom,Female,50-64
7167,116928,Italy,Sweden,Don't know,Germany,Ireland,Don't know,Don't know,Male,30-49
7168,116929,Italy,France,Greece,Germany,Spain,Italy,Germany,Male,50-64
7169,116930,Italy,Great Britain/United Kingdom,Greece,Germany,Great Britain/United Kingdom,None,None,Male,30-49
7170,116931,Italy,Belgium,Italy,Italy,Great Britain/United Kingdom,Italy,Don't know,Male,18-29
7171,116932,Italy,Denmark,Hungary,Germany,France,Italy,Austria,Female,50-64
7172,116933,Italy,Spain,Italy,Germany,Spain,Italy,Germany,Female,50-64
7173,116934,Italy,Germany,Spain,Great Britain/United Kingdom,Spain,Spain,Germany,Male,30-49
7174,116935,Italy,Netherlands,Germany,Germany,Spain,Italy,Germany,Female,30-49
7175,116936,Italy,Austria,Italy,Germany,Italy,Italy,Germany,Female,50-64
7176,116937,Italy,Italy,France,Germany,Italy,Italy,Germany,Male,30-49
7177,116938,Italy,Finland,France,France,Great Britain/United Kingdom,Hungary,France,Male,50-64
7178,116939,Italy,Refused,Refused,Refused,Refused,Refused,Refused,Female,50-64
7179,116940,Italy,Great Britain/United Kingdom,Romania,Germany,Finland,Spain,Netherlands,Female,30-49
7180,116941,Italy,Germany,Don't know,None,None,Germany,None,Male,50-64
7181,116942,Italy,Don't know,Greece,Germany,Don't know,Don't know,Don't know,Female,50-64
7182,116943,Italy,Great Britain/United Kingdom,Don't know,Italy,Sweden,Greece,Great Britain/United Kingdom,Male,30-49
7183,116944,Italy,France,Romania,Austria,Poland,Latvia,Slovakia,Male,18-29
7184,116945,Italy,Denmark,Don't know,France,Sweden,None,None,Female,30-49
7185,116946,Italy,Don't know,Don't know,France,Greece,None,None,Female,30-49
7186,116947,Italy,None,None,Germany,Malta,Malta,Romania,Male,50-64
7187,116948,Italy,Malta,Romania,Germany,Malta,Portugal,Great Britain/United Kingdom,Male,50-64
7188,116949,Italy,Denmark,Hungary,Italy,Denmark,None,None,Male,65+
7189,116950,Italy,None,Romania,Romania,Malta,None,Romania,Female,65+
7190,116951,Italy,Great Britain/United Kingdom,Bulgaria,France,Spain,None,Germany,Female,18-29
7191,116952,Italy,Germany,Italy,Germany,Spain,Portugal,Great Britain/United Kingdom,Male,18-29
7192,116953,Italy,Germany,Greece,Sweden,Romania,Denmark,Austria,Female,50-64
7193,116954,Italy,Germany,Spain,Romania,Italy,Italy,Austria,Female,30-49
7194,116955,Italy,Great Britain/United Kingdom,Greece,Germany,Italy,Malta,Bulgaria,Male,30-49
7195,116956,Italy,Sweden,Romania,France,Spain,Spain,Germany,Male,30-49
7196,116957,Italy,Don't know,Greece,Romania,Denmark,Italy,France,Female,65+
7197,116958,Italy,Sweden,Hungary,Great Britain/United Kingdom,Sweden,Italy,Great Britain/United Kingdom,Female,50-64
7198,116959,Italy,Denmark,Romania,Great Britain/United Kingdom,Italy,Spain,Germany,Male,30-49
7199,116960,Italy,Austria,Greece,Great Britain/United Kingdom,France,France,Germany,Male,65+
7200,116961,Italy,Germany,Great Britain/United Kingdom,Romania,Spain,Italy,Germany,Male,30-49
7201,116962,Italy,Germany,Romania,Italy,Spain,Italy,Germany,Male,65+
7202,116963,Italy,Germany,Italy,Romania,Greece,Italy,Germany,Male,50-64
7203,116964,Italy,Germany,Greece,Romania,Latvia,Great Britain/United Kingdom,Germany,Female,30-49
7204,116965,Italy,Germany,Greece,France,Italy,Italy,Germany,Female,50-64
7205,116966,Italy,Denmark,Italy,Italy,Denmark,Denmark,Germany,Male,30-49
7206,116967,Italy,Great Britain/United Kingdom,Spain,Great Britain/United Kingdom,Poland,Italy,Great Britain/United Kingdom,Male,50-64
7207,116968,Italy,Finland,Bulgaria,Bulgaria,Finland,Finland,None,Female,30-49
7208,116969,Italy,Sweden,Romania,Germany,Sweden,Spain,France,Female,30-49
7209,116970,Italy,Sweden,Greece,None,Don't know,None,None,Male,18-29
7210,116971,Italy,Don't know,Don't know,Germany,Spain,Italy,Germany,Female,50-64
7211,116972,Italy,Germany,Spain,Romania,Don't know,Italy,Germany,Male,30-49
7212,116973,Italy,Denmark,Greece,None,None,Italy,None,Male,50-64
7213,116974,Italy,None,None,Don't know,Don't know,Italy,Don't know,Female,30-49
7214,116975,Italy,Romania,Spain,Bulgaria,Romania,Romania,Spain,Female,30-49
7215,116976,Italy,Netherlands,Romania,France,Netherlands,Italy,Germany,Female,50-64
7216,116977,Italy,Slovenia,Don't know,Germany,France,Italy,Don't know,Male,65+
7217,116978,Italy,Germany,Romania,Romania,Sweden,Sweden,Austria,Female,30-49
7218,116979,Italy,Germany,Italy,France,Italy,Italy,Denmark,Male,50-64
7219,116980,Italy,Germany,France,Germany,Spain,Italy,Germany,Male,50-64
7220,116981,Italy,France,Don't know,Germany,Spain,Italy,Germany,Female,18-29
7221,116982,Italy,None,Greece,Germany,Don't know,Italy,Germany,Male,65+
7222,116983,Italy,None,Greece,Germany,Spain,Italy,Don't know,Male,65+
7223,116984,Italy,France,Germany,Germany,Spain,Italy,Germany,Female,18-29
7224,116985,Italy,Great Britain/United Kingdom,Romania,France,Italy,Italy,Germany,Female,50-64
7225,116986,Italy,France,Great Britain/United Kingdom,Germany,Portugal,Italy,Great Britain/United Kingdom,Male,50-64
7226,116987,Italy,France,Germany,Germany,Spain,Italy,Germany,Female,65+
7227,116988,Italy,Germany,France,Germany,Spain,Italy,Germany,Male,50-64
7228,116989,Italy,Don't know,Greece,Germany,Spain,Italy,Germany,Female,30-49
7229,116990,Italy,France,Italy,Germany,Spain,Italy,Germany,Female,50-64
7230,116991,Italy,France,Italy,Germany,Spain,Italy,Germany,Male,30-49
7231,116992,Italy,None,Refused,Germany,Greece,Slovakia,Germany,Male,50-64
7232,116993,Italy,Austria,Italy,Germany,None,None,Germany,Female,50-64
7233,116994,Italy,Germany,Italy,Germany,Spain,Refused,Refused,Male,30-49
7234,116995,Italy,Finland,Italy,Germany,None,None,None,Female,30-49
7235,116996,Italy,Belgium,Greece,Italy,Sweden,Netherlands,Don't know,Female,18-29
7236,116997,Italy,Germany,Don't know,France,Don't know,Don't know,Don't know,Male,65+
7237,116998,Italy,Germany,Italy,France,Don't know,Don't know,Don't know,Female,65+
7238,116999,Italy,Netherlands,Italy,Germany,Don't know,Don't know,Don't know,Female,30-49
7239,117000,Italy,None,Don't know,Germany,Spain,Spain,Germany,Male,30-49
7240,117001,Italy,Ireland,Italy,Don't know,Sweden,Don't know,Don't know,Male,30-49
7241,117002,Italy,France,Slovenia,Germany,Spain,Don't know,Germany,Female,18-29
7242,117003,Italy,France,Portugal,Germany,France,France,Germany,Male,50-64
7243,117004,Italy,Germany,Slovakia,Germany,Spain,Italy,Romania,Female,50-64
7244,117005,Italy,France,Romania,Italy,France,France,Germany,Female,50-64
7245,117006,Italy,Denmark,Greece,Germany,Estonia,Poland,Portugal,Female,30-49
7246,117007,Italy,Germany,Italy,Don't know,Don't know,Don't know,Don't know,Female,30-49
7247,117008,Italy,Don't know,Italy,Don't know,Don't know,Don't know,Don't know,Female,30-49
7248,117009,Italy,Great Britain/United Kingdom,Italy,Germany,Italy,Greece,Netherlands,Female,50-64
7249,117010,Italy,Austria,Netherlands,Don't know,Ireland,Cyprus,Germany,Male,18-29
7250,117011,Italy,Luxembourg,Slovenia,Germany,Greece,Lithuania,Germany,Female,50-64
7251,117012,Italy,Denmark,Portugal,Belgium,Great Britain/United Kingdom,Spain,Germany,Male,50-64
7252,117013,Italy,Hungary,Slovakia,Malta,Spain,Don't know,Germany,Male,50-64
7253,117014,Italy,Belgium,Romania,France,Netherlands,Italy,Don't know,Male,30-49
7254,117015,Italy,Belgium,Don't know,Germany,Italy,Italy,Germany,Female,65+
7255,117016,Italy,Great Britain/United Kingdom,Slovakia,Bulgaria,Italy,Czech Republic,Don't know,Female,30-49
7256,117017,Italy,Netherlands,Romania,Germany,Sweden,Hungary,Germany,Female,50-64
7257,117018,Italy,Germany,Greece,France,Spain,Italy,Austria,Female,50-64
7258,117019,Italy,Germany,Portugal,France,Spain,Ireland,Germany,Male,50-64
7259,117020,Italy,Portugal,Greece,Great Britain/United Kingdom,Sweden,Poland,Germany,Female,30-49
7260,117021,Italy,Great Britain/United Kingdom,Romania,Germany,Portugal,France,Finland,Male,65+
7261,117022,Italy,None,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
7262,117023,Italy,None,Don't know,Romania,Italy,Don't know,Don't know,Female,50-64
7263,117024,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,None,Female,50-64
7264,117025,Italy,Denmark,Italy,Don't know,Italy,None,Italy,Male,30-49
7265,117026,Italy,France,Slovakia,Romania,Ireland,Malta,Romania,Female,30-49
7266,117027,Italy,Italy,Poland,Germany,Italy,Malta,Great Britain/United Kingdom,Male,65+
7267,117028,Italy,Austria,France,Romania,Don't know,Italy,Don't know,Female,50-64
7268,117029,Italy,Germany,Greece,Great Britain/United Kingdom,Italy,Latvia,Great Britain/United Kingdom,Male,50-64
7269,117030,Italy,France,Bulgaria,Great Britain/United Kingdom,Luxembourg,Germany,Luxembourg,Female,50-64
7270,117031,Italy,Belgium,Romania,Austria,Cyprus,Cyprus,Great Britain/United Kingdom,Male,30-49
7271,117032,Italy,Germany,Ireland,France,Finland,Lithuania,Great Britain/United Kingdom,Male,30-49
7272,117033,Italy,Finland,Portugal,Great Britain/United Kingdom,Luxembourg,Cyprus,Don't know,Female,30-49
7273,117034,Italy,Spain,Bulgaria,Austria,Lithuania,Italy,Germany,Male,30-49
7274,117035,Italy,Germany,Bulgaria,Hungary,Netherlands,Don't know,Don't know,Male,50-64
7275,117036,Italy,Germany,Don't know,Italy,Austria,Greece,Don't know,Female,65+
7276,117037,Italy,Finland,Romania,France,Spain,Don't know,Don't know,Female,30-49
7277,117038,Italy,Denmark,Don't know,Don't know,France,Don't know,Don't know,Male,30-49
7278,117039,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
7279,117040,Italy,Germany,Romania,Germany,Sweden,Don't know,Don't know,Male,18-29
7280,117041,Italy,Austria,Don't know,Great Britain/United Kingdom,Germany,Romania,Slovenia,Male,65+
7281,117042,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,65+
7282,117043,Italy,France,Romania,Great Britain/United Kingdom,France,Don't know,Don't know,Female,30-49
7283,117044,Italy,France,None,Germany,Slovakia,Greece,Great Britain/United Kingdom,Male,65+
7284,117045,Italy,France,Romania,Great Britain/United Kingdom,Greece,Refused,Refused,Female,30-49
7285,117046,Italy,Refused,Refused,Refused,Refused,Refused,Refused,Female,65+
7286,117047,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
7287,117048,Italy,Refused,Refused,Refused,Refused,Italy,Refused,Male,50-64
7288,117049,Italy,Don't know,Italy,Italy,Don't know,Don't know,Don't know,Male,30-49
7289,117050,Italy,Don't know,Italy,Germany,Don't know,Italy,Don't know,Male,30-49
7290,117051,Italy,Refused,Refused,Don't know,Don't know,Refused,Refused,Female,50-64
7291,117052,Italy,Don't know,Don't know,Refused,Refused,Don't know,Don't know,Male,18-29
7292,117053,Italy,Refused,Refused,Refused,Refused,Refused,Refused,Male,30-49
7293,117054,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
7294,117055,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,65+
7295,117056,Italy,Refused,Refused,Don't know,Refused,Don't know,Don't know,Female,30-49
7296,117057,Italy,Germany,Greece,Don't know,Don't know,Italy,Germany,Female,65+
7297,117058,Italy,Denmark,Italy,Ireland,Luxembourg,Italy,Germany,Male,30-49
7298,117059,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,18-29
7299,117060,Italy,Don't know,Don't know,Germany,Belgium,Don't know,Don't know,Male,50-64
7300,117061,Italy,Sweden,Italy,Great Britain/United Kingdom,Netherlands,Greece,Great Britain/United Kingdom,Male,50-64
7301,117062,Italy,None,None,None,None,None,None,Female,50-64
7302,117063,Italy,Don't know,Romania,Don't know,Don't know,Italy,Malta,Female,65+
7303,117064,Italy,None,None,Don't know,Don't know,None,None,Male,30-49
7304,117065,Italy,None,Slovenia,None,None,None,Austria,Male,30-49
7305,117066,Italy,Denmark,Romania,France,Spain,Sweden,Germany,Male,30-49
7306,117067,Italy,Don't know,Don't know,Romania,Don't know,Don't know,Don't know,Female,50-64
7307,117068,Italy,None,Romania,Don't know,Don't know,Italy,Don't know,Female,65+
7308,117069,Italy,Refused,Refused,None,None,None,None,Male,18-29
7309,117070,Italy,None,None,None,None,None,None,Female,65+
7310,117071,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,18-29
7311,117072,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
7312,117073,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
7313,117074,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,30-49
7314,117075,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,30-49
7315,117076,Italy,Great Britain/United Kingdom,Don't know,Germany,Don't know,Don't know,Don't know,Female,65+
7316,117077,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,65+
7317,117078,Italy,Germany,Don't know,Great Britain/United Kingdom,Spain,Don't know,Don't know,Female,65+
7318,117079,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,30-49
7319,117080,Italy,Don't know,Don't know,France,Spain,Don't know,Don't know,Male,65+
7320,117081,Italy,Germany,Italy,Don't know,Don't know,Don't know,Don't know,Female,30-49
7321,117082,Italy,Don't know,Don't know,Don't know,Don't know,Italy,Don't know,Female,65+
7322,117083,Italy,None,None,None,None,None,None,Female,50-64
7323,117084,Italy,Great Britain/United Kingdom,Romania,France,Denmark,Don't know,Don't know,Female,30-49
7324,117085,Italy,Germany,Don't know,Refused,Refused,Refused,Refused,Male,30-49
7325,117086,Italy,Netherlands,Romania,Germany,France,Italy,Germany,Male,50-64
7326,117087,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,65+
7327,117088,Italy,Germany,France,France,Germany,Germany,Greece,Male,18-29
7328,117089,Italy,Germany,Don't know,None,None,Germany,None,Female,18-29
7329,117090,Italy,None,Italy,Don't know,Italy,Great Britain/United Kingdom,Italy,Male,30-49
7330,117091,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,18-29
