PSRAID,COUNTRY,Trust0,Trust1,Arrogance0,Arrogance1,Compassion0,Compassion1,Gender,Age
114750,Poland,Finland,Finland,None,Don't know,Don't know,Don't know,Female,25
114751,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,66
114752,Poland,Netherlands,Belgium,Don't know,Don't know,Czech Republic,Don't know,Male,65
114753,Poland,Great Britain/United Kingdom,None,Italy,Poland,Poland,Don't know,Male,22
114754,Poland,Sweden,Romania,Don't know,Don't know,Don't know,Don't know,Female,46
114755,Poland,Finland,Great Britain/United Kingdom,Great Britain/United Kingdom,Germany,Poland,Don't know,Female,31
114756,Poland,Germany,Don't know,Great Britain/United Kingdom,Spain,Finland,Czech Republic,Female,44
114757,Poland,Germany,Great Britain/United Kingdom,Don't know,Greece,Don't know,None,Male,75
114758,Poland,Germany,Romania,Don't know,Don't know,Spain,Latvia,Male,74
114759,Poland,France,None,Don't know,Germany,Don't know,Don't know,Male,71
114760,Poland,France,Poland,Germany,None,Hungary,Slovakia,Male,72
114761,Poland,None,Don't know,Great Britain/United Kingdom,France,Don't know,Don't know,Female,45
114762,Poland,Germany,France,Poland,Don't know,Great Britain/United Kingdom,Don't know,Male,49
114763,Poland,None,Netherlands,Netherlands,Sweden,Poland,Belgium,Female,41
114764,Poland,Netherlands,Germany,Czech Republic,Great Britain/United Kingdom,Sweden,Germany,Male,61
114765,Poland,Great Britain/United Kingdom,Greece,Greece,Great Britain/United Kingdom,Germany,France,Male,61
114766,Poland,Don't know,Poland,Greece,Sweden,Don't know,None,Female,66
114767,Poland,None,None,None,None,None,None,Male,23
114768,Poland,Austria,Greece,Great Britain/United Kingdom,Germany,Romania,France,Male,44
114769,Poland,Ireland,Don't know,Spain,Ireland,Poland,Germany,Female,70
114770,Poland,Poland,Germany,Germany,Ireland,Ireland,Germany,Male,57
114771,Poland,Denmark,Greece,Spain,Denmark,Poland,Germany,Male,72
114772,Poland,Poland,Germany,Germany,Poland,Poland,Germany,Male,59
114773,Poland,Poland,Germany,Spain,Poland,Poland,France,Female,70
114774,Poland,Netherlands,Romania,Germany,Poland,Poland,Germany,Male,22
114775,Poland,Netherlands,Germany,Germany,Poland,Poland,Germany,Female,22
114776,Poland,Finland,Germany,Germany,Finland,Finland,Germany,Male,43
114777,Poland,None,Germany,Germany,None,None,None,Female,32
114778,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,35
114779,Poland,Denmark,Germany,Germany,Don't know,Czech Republic,Don't know,Male,52
114780,Poland,Poland,Don't know,None,Poland,Poland,Italy,Female,56
114781,Poland,Czech Republic,Germany,Germany,Czech Republic,None,None,Male,42
114782,Poland,Germany,Romania,Germany,Lithuania,Don't know,Don't know,Female,38
114783,Poland,Czech Republic,Don't know,Germany,Don't know,Don't know,Don't know,Male,68
114784,Poland,Germany,Italy,Great Britain/United Kingdom,Don't know,Don't know,Don't know,Male,22
114785,Poland,Germany,Italy,Italy,Don't know,Spain,Great Britain/United Kingdom,Male,50
114786,Poland,Don't know,Don't know,Estonia,Don't know,Don't know,Don't know,Male,63
114787,Poland,Germany,Poland,Don't know,Don't know,Italy,France,Male,57
114788,Poland,Poland,Don't know,Don't know,Don't know,Poland,Don't know,Female,72
114789,Poland,Luxembourg,Greece,Great Britain/United Kingdom,Netherlands,Poland,Don't know,Female,28
114790,Poland,Germany,Romania,Don't know,Don't know,Don't know,Don't know,Female,67
114791,Poland,France,Don't know,Germany,Don't know,Great Britain/United Kingdom,Don't know,Female,39
114792,Poland,Great Britain/United Kingdom,Romania,Germany,Denmark,Don't know,Don't know,Female,50
114793,Poland,Lithuania,Don't know,Don't know,Don't know,Lithuania,Don't know,Female,28
114794,Poland,Finland,Greece,Germany,Greece,Netherlands,Don't know,Male,64
114795,Poland,Italy,Don't know,Don't know,Don't know,Poland,None,Female,66
114796,Poland,Sweden,Romania,Great Britain/United Kingdom,France,Italy,Germany,Male,73
114797,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,60
114798,Poland,Czech Republic,Don't know,Spain,Poland,Don't know,Germany,Male,22
114799,Poland,None,None,Germany,Netherlands,None,None,Male,24
114800,Poland,Poland,Germany,Germany,Poland,Poland,Germany,Female,59
114801,Poland,Great Britain/United Kingdom,Bulgaria,Belgium,Italy,Don't know,Don't know,Male,52
114802,Poland,Germany,Romania,Czech Republic,Germany,None,Don't know,Male,63
114803,Poland,Netherlands,Greece,Germany,Spain,Poland,Germany,Female,56
114804,Poland,Sweden,Germany,Germany,Ireland,Poland,France,Male,65
114805,Poland,Netherlands,Bulgaria,Romania,Spain,Poland,Greece,Male,23
114806,Poland,Italy,Greece,Lithuania,Hungary,Poland,None,Male,34
114807,Poland,Czech Republic,Germany,France,Czech Republic,Poland,Great Britain/United Kingdom,Female,32
114808,Poland,Germany,Great Britain/United Kingdom,Lithuania,Czech Republic,Spain,Luxembourg,Female,38
114809,Poland,None,Don't know,Germany,Spain,Don't know,Germany,Female,54
114810,Poland,Don't know,Italy,Italy,Poland,Poland,Germany,Female,46
114811,Poland,None,Great Britain/United Kingdom,Great Britain/United Kingdom,Spain,Poland,Great Britain/United Kingdom,Female,58
114812,Poland,Germany,Don't know,Great Britain/United Kingdom,Poland,Poland,Germany,Male,62
114813,Poland,Sweden,Lithuania,Austria,Greece,Spain,Germany,Male,65
114814,Poland,Germany,Italy,Italy,Estonia,Poland,Denmark,Male,50
114815,Poland,Italy,Germany,Great Britain/United Kingdom,Italy,Hungary,Germany,Male,33
114816,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,26
114817,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,57
114818,Poland,Germany,Greece,Don't know,Don't know,Don't know,Don't know,Male,70
114819,Poland,Austria,Greece,Don't know,Great Britain/United Kingdom,Don't know,Don't know,Male,37
114820,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,61
114821,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,75
114822,Poland,Germany,Poland,Don't know,Don't know,Don't know,Don't know,Male,28
114823,Poland,Great Britain/United Kingdom,Germany,Don't know,Don't know,Don't know,Don't know,Male,26
114824,Poland,Don't know,Greece,Romania,Spain,Romania,Germany,Female,50
114825,Poland,Italy,Lithuania,Don't know,Don't know,Greece,Great Britain/United Kingdom,Female,31
114826,Poland,Luxembourg,Lithuania,Germany,Denmark,Greece,Germany,Male,65
114827,Poland,None,None,Germany,Don't know,Poland,Great Britain/United Kingdom,Female,57
114828,Poland,Sweden,Don't know,Don't know,Don't know,Greece,Romania,Female,48
114829,Poland,Belgium,Don't know,Don't know,Don't know,Lithuania,Don't know,Male,38
114830,Poland,Denmark,Romania,Germany,Italy,Poland,Great Britain/United Kingdom,Male,62
114831,Poland,Poland,Greece,Greece,Germany,Poland,Greece,Male,61
114832,Poland,Great Britain/United Kingdom,France,France,Great Britain/United Kingdom,Poland,Greece,Male,28
114833,Poland,Austria,Belgium,Belgium,Don't know,Poland,Belgium,Female,21
114834,Poland,Netherlands,Latvia,Lithuania,Germany,Greece,Lithuania,Male,35
114835,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,50
114836,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,75
114837,Poland,Great Britain/United Kingdom,Don't know,Don't know,Don't know,Don't know,Don't know,Female,60
114838,Poland,France,Greece,Belgium,Germany,Don't know,Don't know,Male,20
114839,Poland,Germany,Poland,Don't know,Don't know,Sweden,Don't know,Male,45
114840,Poland,Slovakia,France,France,Slovakia,Don't know,Don't know,Male,26
114841,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,26
114842,Poland,France,Poland,Poland,France,None,Poland,Female,35
114843,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,39
114844,Poland,Czech Republic,Greece,Finland,Lithuania,Czech Republic,France,Male,35
114845,Poland,Belgium,Malta,Italy,Hungary,Latvia,Netherlands,Male,67
114846,Poland,Belgium,France,Spain,Germany,Netherlands,Great Britain/United Kingdom,Female,72
114847,Poland,Cyprus,Czech Republic,Denmark,France,Netherlands,Latvia,Female,26
114848,Poland,Bulgaria,Spain,Poland,Netherlands,Bulgaria,Estonia,Female,44
114849,Poland,Germany,Hungary,Bulgaria,Cyprus,Czech Republic,Czech Republic,Female,50
114850,Poland,Czech Republic,Lithuania,Czech Republic,Poland,Malta,Latvia,Female,75
114851,Poland,Bulgaria,Finland,Czech Republic,Estonia,France,Slovakia,Male,24
114852,Poland,Italy,Hungary,Great Britain/United Kingdom,Slovenia,Slovakia,Romania,Male,23
114853,Poland,Don't know,Don't know,Don't know,Don't know,Poland,Germany,Male,43
114854,Poland,Netherlands,Germany,France,None,Poland,Refused,Female,22
114855,Poland,Sweden,Don't know,Germany,Czech Republic,Italy,Germany,Female,76
114856,Poland,Sweden,Don't know,Germany,Czech Republic,Don't know,Don't know,Male,35
114857,Poland,Poland,Don't know,Don't know,Germany,Poland,Don't know,Female,60
114858,Poland,Denmark,Don't know,Greece,Don't know,Don't know,Don't know,Female,56
114859,Poland,Austria,Poland,Don't know,Don't know,Poland,Don't know,Female,57
114860,Poland,Germany,Don't know,Don't know,Refused,Refused,Don't know,Female,69
114861,Poland,Germany,Bulgaria,France,Hungary,Poland,Great Britain/United Kingdom,Female,62
114862,Poland,Germany,Romania,Italy,Czech Republic,Poland,Germany,Female,54
114863,Poland,Great Britain/United Kingdom,Greece,Italy,Slovakia,Don't know,Don't know,Male,48
114864,Poland,Germany,Poland,Germany,Poland,Poland,Germany,Male,48
114865,Poland,Finland,Romania,Romania,Austria,Denmark,Romania,Male,75
114866,Poland,None,Greece,Greece,Sweden,Don't know,Romania,Male,63
114867,Poland,Finland,Romania,Bulgaria,Finland,Don't know,Romania,Male,41
114868,Poland,Poland,Romania,Don't know,Refused,Refused,Bulgaria,Female,45
114869,Poland,None,None,Poland,Don't know,Don't know,Don't know,Female,48
114870,Poland,Ireland,Sweden,Don't know,Don't know,Slovakia,Don't know,Male,65
114871,Poland,Austria,Don't know,France,Great Britain/United Kingdom,Don't know,Bulgaria,Female,18
114872,Poland,Denmark,Greece,Don't know,Don't know,Don't know,Don't know,Female,20
114873,Poland,France,Great Britain/United Kingdom,Czech Republic,France,Don't know,Don't know,Male,68
114874,Poland,Don't know,Don't know,Poland,Don't know,Don't know,Don't know,Male,62
114875,Poland,Germany,Greece,None,Germany,None,None,Male,30
114876,Poland,Germany,Don't know,Great Britain/United Kingdom,Greece,Don't know,Don't know,Male,45
114877,Poland,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Female,35
114878,Poland,Austria,Belgium,Bulgaria,Cyprus,Czech Republic,Denmark,Female,44
114879,Poland,Austria,Belgium,Belgium,Bulgaria,Bulgaria,Belgium,Male,64
114880,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,78
114881,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,37
114882,Poland,None,None,None,None,None,None,Female,28
114883,Poland,Italy,Great Britain/United Kingdom,Hungary,Sweden,Slovenia,Portugal,Female,29
114884,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,65
114885,Poland,Poland,Lithuania,Germany,Austria,Latvia,Great Britain/United Kingdom,Female,79
114886,Poland,None,None,Don't know,Don't know,Greece,Ireland,Female,67
114887,Poland,Don't know,Don't know,None,None,Estonia,Germany,Female,60
114888,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,24
114889,Poland,Belgium,Don't know,None,Don't know,Don't know,Don't know,Female,40
114890,Poland,Germany,Don't know,Don't know,Don't know,Poland,Don't know,Female,67
114891,Poland,Denmark,Lithuania,Don't know,Don't know,Don't know,None,Female,53
114892,Poland,Poland,None,Don't know,Don't know,Don't know,Don't know,Male,50
114893,Poland,Don't know,Don't know,France,Don't know,Don't know,Don't know,Male,52
114894,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,35
114895,Poland,Germany,Don't know,Poland,Netherlands,Don't know,Don't know,Male,68
114896,Poland,Refused,Don't know,Germany,Netherlands,Don't know,Don't know,Female,38
114897,Poland,Germany,Romania,Italy,Sweden,Spain,France,Female,59
114898,Poland,Finland,Greece,Germany,Czech Republic,Sweden,Germany,Female,27
114899,Poland,Germany,Greece,France,Denmark,Denmark,Germany,Female,42
114900,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,43
114901,Poland,Italy,Germany,Great Britain/United Kingdom,Ireland,Don't know,Germany,Female,34
114902,Poland,France,Poland,Greece,Spain,Ireland,Great Britain/United Kingdom,Male,79
114903,Poland,Germany,Poland,Great Britain/United Kingdom,Don't know,Ireland,Great Britain/United Kingdom,Male,25
114904,Poland,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,Ireland,Poland,Great Britain/United Kingdom,Female,35
114905,Poland,Poland,Don't know,Don't know,Poland,Poland,Germany,Female,29
114906,Poland,Great Britain/United Kingdom,Slovakia,Czech Republic,Great Britain/United Kingdom,Don't know,Don't know,Female,62
114907,Poland,Germany,Poland,Don't know,Poland,Don't know,Don't know,Female,69
114908,Poland,Germany,Poland,Germany,Netherlands,Netherlands,Poland,Male,37
114909,Poland,Don't know,Don't know,Great Britain/United Kingdom,Don't know,Don't know,Don't know,Female,61
114910,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,57
114911,Poland,Don't know,Don't know,Don't know,Don't know,Great Britain/United Kingdom,Don't know,Female,25
114912,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,21
114913,Poland,Poland,Don't know,Don't know,Don't know,Poland,Don't know,Female,55
114914,Poland,Belgium,Don't know,Poland,Don't know,Poland,Don't know,Female,62
114915,Poland,Germany,Don't know,Don't know,Don't know,Poland,Don't know,Male,56
114916,Poland,Germany,Greece,Don't know,Don't know,Don't know,Don't know,Male,18
114917,Poland,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Female,29
114918,Poland,Sweden,Poland,Poland,Sweden,Poland,Don't know,Female,79
114919,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,81
114920,Poland,Germany,Don't know,Don't know,Don't know,Poland,Don't know,Male,43
114921,Poland,Denmark,Denmark,Don't know,None,Don't know,Don't know,Male,54
114922,Poland,Don't know,Don't know,Refused,Refused,Poland,Don't know,Female,25
114923,Poland,Germany,Don't know,Don't know,Don't know,Poland,Don't know,Male,50
114924,Poland,Germany,Romania,Don't know,Don't know,Poland,Don't know,Female,72
114925,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,20
114926,Poland,Poland,Germany,France,Sweden,Poland,Germany,Male,24
114927,Poland,Germany,Romania,France,Poland,Spain,Italy,Male,27
114928,Poland,Czech Republic,Germany,France,Czech Republic,Bulgaria,Germany,Female,24
114929,Poland,Slovakia,Germany,Don't know,Denmark,Don't know,Don't know,Male,55
114930,Poland,Don't know,Don't know,Don't know,Don't know,Greece,Malta,Female,28
114931,Poland,None,None,None,Slovenia,Lithuania,Italy,Male,27
114932,Poland,Denmark,Germany,Germany,Poland,Don't know,Don't know,Female,49
114933,Poland,None,None,Don't know,Don't know,Don't know,Don't know,Male,40
114934,Poland,Germany,Italy,France,Ireland,Poland,Great Britain/United Kingdom,Female,51
114935,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,77
114936,Poland,Lithuania,Germany,Germany,Great Britain/United Kingdom,Poland,Germany,Female,34
114937,Poland,Cyprus,None,Ireland,Spain,None,Great Britain/United Kingdom,Male,22
114938,Poland,Poland,Germany,France,Austria,Don't know,Don't know,Female,73
114939,Poland,Don't know,Czech Republic,Greece,Spain,Malta,Denmark,Female,52
114940,Poland,Spain,Belgium,Denmark,Lithuania,Portugal,Slovakia,Female,57
114941,Poland,Great Britain/United Kingdom,Romania,Germany,Greece,Don't know,Germany,Female,21
114942,Poland,Poland,Great Britain/United Kingdom,Great Britain/United Kingdom,Germany,Poland,Great Britain/United Kingdom,Male,23
114943,Poland,Sweden,Bulgaria,France,Sweden,Poland,Germany,Female,24
114944,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,46
114945,Poland,Austria,Romania,Don't know,Don't know,Spain,Germany,Male,48
114946,Poland,Don't know,Don't know,Great Britain/United Kingdom,Don't know,Don't know,Don't know,Female,52
114947,Poland,None,None,Don't know,Don't know,Don't know,Don't know,Female,42
114948,Poland,Germany,Romania,Italy,Germany,Denmark,Romania,Male,19
114949,Poland,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Male,80
114950,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,38
114951,Poland,Don't know,Greece,France,Don't know,Don't know,Don't know,Female,32
114952,Poland,Germany,Romania,Austria,Latvia,Don't know,Don't know,Male,49
114953,Poland,Poland,None,None,Poland,Poland,None,Female,59
114954,Poland,Poland,Romania,Italy,Poland,Poland,Romania,Male,26
114955,Poland,Poland,Refused,Don't know,Poland,Poland,Don't know,Male,31
114956,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,65
114957,Poland,Austria,Don't know,Don't know,Don't know,Don't know,Don't know,Male,53
114958,Poland,Denmark,Don't know,Don't know,Don't know,Sweden,Don't know,Female,71
114959,Poland,Sweden,Don't know,Poland,Sweden,Don't know,Don't know,Male,34
114960,Poland,Don't know,Don't know,Don't know,Don't know,France,Don't know,Female,79
114961,Poland,France,Czech Republic,Don't know,Don't know,Don't know,Don't know,Male,68
114962,Poland,Netherlands,Poland,Poland,Czech Republic,Belgium,Poland,Female,29
114963,Poland,Sweden,Spain,Great Britain/United Kingdom,Germany,Poland,Germany,Male,24
114964,Poland,Germany,Poland,Don't know,Italy,Don't know,Don't know,Male,22
114965,Poland,Hungary,Romania,Germany,Hungary,Don't know,Don't know,Male,68
114966,Poland,Germany,France,France,None,Don't know,Don't know,Male,34
114967,Poland,Don't know,Don't know,Germany,None,Don't know,Don't know,Male,66
114968,Poland,Great Britain/United Kingdom,Don't know,Germany,Greece,Don't know,Don't know,Female,39
